Nombre,Teléfono,Email,ID,Codigo_Postal,Provincia,Estado
Nuestra Señora De Los Desamparados,657112822,Gemagutierrez@colegionsdesamparados.es,46011661,46024,Valencia,Comunidad Valenciana
San Juan Bautista De La Salle,675186261,yolanda@lasallevalladolid.es,47004354,47002,Valladolid,Castilla La Mancha
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,11010659,11100,Cádiz,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,14010737,14940,Córdoba,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,23008749,23700,Jaén,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,41021937,41980,Sevilla,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,41015950,41006,Sevilla,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,50019883,50002,Zaragoza,Aragón
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,38016210,38108,Santa Cruz de Tenerife,Canarias
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,24021932,24193,León,Castilla La Mancha
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,45013911,45600,Toledo,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,28069066,28100,Madrid,Madrid
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,28059826,28030,Madrid,Madrid
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,46025131,46010,Valencia,Comunidad Valenciana
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,4006380,04006,Almería,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,14011869,14014,Córdoba,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,18004422,18800,Granada,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,21005022,21440,Huelva,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,29013895,29750,Málaga,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,41008386,41008,Sevilla,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,41015998,41907,Sevilla,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,45013844,45510,Toledo,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,26008104,26006,La Rioja,La Rioja
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,28058354,28350,Madrid,Madrid
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,28061596,28400,Madrid,Madrid
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,30019428,30011,Murcia,Murcia
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,30013013,30140,Murcia,Murcia
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,46032391,46470,Valencia,Comunidad Valenciana
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,46033929,46980,Valencia,Comunidad Valenciana
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,18013289,18230,Granada,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,18601874,18194,Granada,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,18013204,18750,Granada,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,18009584,18494,Granada,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,23008531,23560,Jaén,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,29015685,29639,Málaga,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,41016383,41740,Sevilla,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,41017417,41657,Sevilla,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,47011383,00000,Palencia,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,13011497,13630,Ciudad Real,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,16009507,16239,Cuenca,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,45012451,45950,Toledo,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,10012442,10100,Cáceres,Extremadura
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,10013513,10490,Cáceres,Extremadura
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,28049055,28806,Madrid,Madrid
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,28043454,28031,Madrid,Madrid
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,4008731,04760,Almería,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,21006804,21260,Huelva,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,29010328,29500,Málaga,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,29602301,29580,Málaga,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,41021664,41731,Sevilla,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,50018210,50400,Zaragoza,Aragón
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,42004042,42110,Soria,Castilla La Mancha
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,13011266,13400,Ciudad Real,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,45012797,45516,Toledo,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,45012785,45161,Toledo,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,45012891,45100,Toledo,Castilla y León
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,28057520,28923,Madrid,Madrid
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,28047290,28594,Madrid,Madrid
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,31014475,31580,Navarra,Navarra
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,31014621,31589,Navarra,Navarra
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,4005594,04720,Almería,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,22005820,22414,Huesca,Aragón
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,18601126,18600,Granada,Andalucía
Arco Iris,933973145,ARCOIRIS23@HOTMAIL.ES,38003860,38769,Santa Cruz de Tenerife,Canarias
El Trenet,629821710,El_trenet@hotmail.com,8070568,08227,Barcelona,Cataluña
El Trenet,629821710,El_trenet@hotmail.com,3018982,03570,Alicante,Comunidad Valenciana
El Trenet,629821710,El_trenet@hotmail.com,12007954,12530,Castellón,Comunidad Valenciana
El Trenet,629821710,El_trenet@hotmail.com,12008235,12200,Castellón,Comunidad Valenciana
El Trenet,629821710,El_trenet@hotmail.com,46021812,46160,Valencia,Comunidad Valenciana
El Trenet,629821710,El_trenet@hotmail.com,46023110,46018,Valencia,Comunidad Valenciana
El Trenet,629821710,El_trenet@hotmail.com,43010001,43881,Tarragona,Cataluña
El Trenet,629821710,El_trenet@hotmail.com,8069955,08740,Barcelona,Cataluña
Ateneu Instructiu,933731716,ggalcer3@xtec.cat,8026622,08970,Barcelona,Cataluña
El Carme,693216932,joan.espinosa@elcarmelleida.cat,43003501,43004,Tarragona,Cataluña
El Carme,693216932,joan.espinosa@elcarmelleida.cat,25002374,25001,Lérida,Cataluña
Sunnyside,692924863,sunnysidecei@gmail.com,14012357,14001,Córdoba,Andalucía
Baby Iale,963464190,info@babyiale.com,46028557,46015,Valencia,Comunidad Valenciana
La Llar Dels Barrufets,625243812,LLARBARRUFETS@HOTMAIL.COM,46034156,46470,Valencia,Comunidad Valenciana
Casa Do Neno,619169300,casadoneno@casadoneno.edu.es,15015366,15703,La Coruña,Galicia
Nuestra Señora De Las Victorias,914035303,Amartinez@filipensesmadrid.net,28013450,28017,Madrid,Madrid
Bichejos,915277521,valdebebas@escuelainfantilbichejos.com,28079096,28055,Madrid,Madrid
Bichejos,915277521,valdebebas@escuelainfantilbichejos.com,28072569,28840,Madrid,Madrid
Barcos De Papel,644527327,info@escuelainfantilbarcosdepapel.com,28079540,28052,Madrid,Madrid
El Parque,912412201,CEIELPARQUE@GMAIL.COM,23006182,23500,Jaén,Andalucía
El Parque,912412201,CEIELPARQUE@GMAIL.COM,28066740,28400,Madrid,Madrid
El Parque,912412201,CEIELPARQUE@GMAIL.COM,4010607,04700,Almería,Andalucía
El Parque,912412201,CEIELPARQUE@GMAIL.COM,4009228,04230,Almería,Andalucía
El Parque,912412201,CEIELPARQUE@GMAIL.COM,11012437,11100,Cádiz,Andalucía
El Parque,912412201,CEIELPARQUE@GMAIL.COM,26007872,26004,La Rioja,La Rioja
El Parque,912412201,CEIELPARQUE@GMAIL.COM,28035081,28903,Madrid,Madrid
El Parque,912412201,CEIELPARQUE@GMAIL.COM,28063672,28002,Madrid,Madrid
El Parque,912412201,CEIELPARQUE@GMAIL.COM,28070044,28702,Madrid,Madrid
El Parque,912412201,CEIELPARQUE@GMAIL.COM,12008326,12600,Castellón,Comunidad Valenciana
El Parque,912412201,CEIELPARQUE@GMAIL.COM,46034612,46900,Valencia,Comunidad Valenciana
El Parque,912412201,CEIELPARQUE@GMAIL.COM,23008695,23330,Jaén,Andalucía
El Parque,912412201,CEIELPARQUE@GMAIL.COM,40008652,40141,Segovia,Castilla La Mancha
El Parque,912412201,CEIELPARQUE@GMAIL.COM,13011254,13380,Ciudad Real,Castilla y León
El Parque,912412201,CEIELPARQUE@GMAIL.COM,19009014,19161,Guadalajara,Castilla y León
El Parque,912412201,CEIELPARQUE@GMAIL.COM,6006097,06920,Badajoz,Extremadura
El Parque,912412201,CEIELPARQUE@GMAIL.COM,28047253,28294,Madrid,Madrid
El Parque,912412201,CEIELPARQUE@GMAIL.COM,30012151,30510,Murcia,Murcia
El Parque,912412201,CEIELPARQUE@GMAIL.COM,18010471,18220,Granada,Andalucía
El Parque,912412201,CEIELPARQUE@GMAIL.COM,44010197,44147,Teruel,Aragón
El Parque,912412201,CEIELPARQUE@GMAIL.COM,24022262,24240,León,Castilla La Mancha
El Parque,912412201,CEIELPARQUE@GMAIL.COM,3013686,03630,Alicante,Comunidad Valenciana
El Parque,912412201,CEIELPARQUE@GMAIL.COM,14005201,14700,Córdoba,Andalucía
El Parque,912412201,CEIELPARQUE@GMAIL.COM,22004633,22003,Huesca,Aragón
El Parque,912412201,CEIELPARQUE@GMAIL.COM,28042851,28529,Madrid,Madrid
El Parque,912412201,CEIELPARQUE@GMAIL.COM,46006291,46182,Valencia,Comunidad Valenciana
My Little Planet Nursery School,618925557,info@mylittleplanet.es,28070019,28050,Madrid,Madrid
Betaria,686071121,amandali85@hotmail.com,28065577,28029,Madrid,Madrid
Mirasur,916925089,lauragarcia@colegiomirasur.com,28058743,28320,Madrid,Madrid
Rosa Caramelo,674864020,rosacaramelo@kidsco.es,28049080,28919,Madrid,Madrid
Colegio Litterator,657213730,Soledad.gonzalez@colegiolitterator.com,28067859,28300,Madrid,Madrid
Luz Casanova Embajadores,679041388,iris.zurita@luzcasanovaembajadores.es,28007152,28045,Madrid,Madrid
Nuestra Señora De La Merced,914727650,esther.perez@nslamerced.com,13002083,13170,Ciudad Real,Castilla y León
Nuestra Señora De La Merced,914727650,esther.perez@nslamerced.com,28013280,28017,Madrid,Madrid
Nuestra Señora De La Merced,914727650,esther.perez@nslamerced.com,48003679,48180,Vizcaya,País Vasco
Nuestra Señora De La Merced,914727650,esther.perez@nslamerced.com,11004258,11500,Cádiz,Andalucía
Ponce De León,913178441,ralvarez@ponceleon.org,23005839,23650,Jaén,Andalucía
María,669137824,maglezn@gmail.com,4009541,04838,Almería,Andalucía
Montessori Village La Moraleja,620909956,pedagogico.lamoraleja@montessorivillage.es,28076897,28108,Madrid,Madrid
Colegio Magda,628573238,isabelmartinez@colegiomagda.com,30020352,30562,Murcia,Murcia
Murumendi,647315625,Marea018@gmail.com,20006560,20200,Guipúzcoa,País Vasco
